hsn_code,hsn_code_4_digits,details,gst_rate
5407.52.00,5407,Dyed fabrics (85% or more by weight of textured polyester filaments),0
5407.53.00,5407,Fabrics of yarn of different colors (textured polyester 85% or more),0
5407.54.00,5407,Printed fabrics (85% or more by weight of textured polyester filaments),0
5407.60.00,5407,Other fabrics (85% or more by weight of non- textured polyester filament),0
5407.71.00,5407,Unbleached or bleached fabrics (synthetic filaments 85% or more),0
5407.72.00,5407,Dyed fabrics (85% or more by weight of synthetic filaments),0
5407.73.00,5407,Fabrics of yarns of different colors (synthetic filaments 85% or more),0
5407.74.00,5407,Printed fabrics (85% or more by weight of synthetic filaments),0
5407.81.00,5407,"Unbleached or bleached fabrics of synthetic filaments, mixed cotton",0
5407.82.00,5407,"Dyed fabrics, less than 85% by weight of synthetic filament,mixed cotton",0
5407.83.00,5407,"Fabrics of yarns of different colors, mixed cotton",0
5407.84.00,5407,"Other fabrics of yarns of different colors, mixed cotton",0
5407.91.00,5407,"Other woven fabrics of synthetic filament yarn, unbleached or bleached",0
5407.92.00,5407,Other woven fabrics of synthetic filament yarn (dyed),0
5407.93.00,5407,Other woven fabrics of yarns of different colors of synthetic filament,0
5407.94.00,5407,"Other woven fabrics of synthetic filament yarn, printed",0
5408.00.00,5408,"Woven fab of art fil yarn, incl monofil 67 dec etc",0
5408.10.00,5408,"Woven fabrics obtained from high tenacity yarn, of viscose rayon",0
5408.21.00,5408,Unbleached or bleached fabrics (85% or more by artificial filament),0
5408.22.00,5408,Dyed fabrics (85% or more by weight of artificial filament),0
5408.23.00,5408,Fabrics of yarns of different colors (artificial filament 85% or more),0
5408.24.00,5408,Printed fabrics (85% or more by weight of artificial filament),0
5408.31.00,5408,"Other woven fabrics of artificial filament yarn, unbleached or bleached",0
5408.32.00,5408,"Other woven fabrics of artificial filament yarn, dyed",0
5408.33.00,5408,Other woven fabrics of artificial filament yarn of different color,0
5408.34.00,5408,"Other woven fabrics of artificial filament yarn, printe",0
5501.00.00,5501,Synthetic filament tow,0
5501.10.00,5501,Filament tow of polyamides,0
5501.20.00,5501,Filament tow of polyesters,0
5501.30.00,5501,Filament tow of acrylic or modacrylic,0
5501.90.00,5501,Other synthetic filament tow,0
5502.00.00,5502,Artificial filament tow,0
5503.00.00,5503,"Synthetic staple fibers, not carded, combed etc.",0
5503.10.00,5503,"Polyamide staple fibres, not processed for spinning",0
5503.20.00,5503,"Polyester staple fibres, not processed for spinning",0
5503.30.00,5503,"Acrylic or modacrylic staple fibres, not processed for spinning",0
5503.40.00,5503,"Polypropylene staple fibre, not processed for spinning",0
5503.90.00,5503,"Other synthetic staple fibres, not processed for spinning",0
5504.00.00,5504,"Artificial staple fibers, not carded, combed etc.",0
5504.10.00,5504,"Artificial staple fibre of viscose rayon (not processed for spinning)550490 other artificial staple fibres, not processed for spinning",0
5505.00.00,5505,Waste of manmade fibers (including noils etc.),0
5505.10.00,5505,Waste of synthetic fibres,0
5505.20.00,5505,Waste of artificial fibres,0
5506.00.00,5506,"Synthetic staple fibers, carded, combed etc.",0
5506.10.00,5506,"Polyamide staple fibres, processed for spinning",0
5506.20.00,5506,"Polyester staple fibres, processed for spinning",0
5506.30.00,5506,"Acrylic or modacrylic staple fibres, processed for spinning",0
5506.90.00,5506,"Other synthetic staple fibres, processed for spinning",0
5507.00.00,5507,Artific stpl fiber crd cmb or othws prcd for spng,0
5507.00.00,5507,"Artificial staple fibres, processed for spinning",0
5508.00.00,5508,"Sewing thread, manmade staple fiber, retail or not",0
5508.10.00,5508,Sewing thread of synthetic staple fibres,0
5508.20.00,5508,Sewing thread of artificial staple fibres,0
5509.00.00,5509,"Yarn (no sew thread), syn staple fib, not retail",0
5509.11.00,5509,Single yarn (85% or more by weight of polyamide staple fibres),0
5509.12.00,5509,Multiple or cabled yarn (polyamide staple fibres 85% or more),0
5509.21.00,5509,Single yarn (85% or more by weight of polyester staple fibres),0
5509.22.00,5509,Multiple or cabled yarn (polyester staple fibres 85% or more),0
5509.31.00,5509,Single yarn (acrylic or modacrylic staple fibres 85% or more),0
5509.32.00,5509,Multiple or cabled yarn (acrylic or modacrylic fibres 85% or more),0
5509.41.00,5509,Other single yarn (85% or more by weight of synthetic staple fibres),0
5509.42.00,5509,Other single yarn (85% or more by weight of synthetic staple fibres),0
5509.51.00,5509,"Yarn of polyester staple fibres, mixed artificial staple fibres",0
5509.52.00,5509,"Yarn of polyester staple fibres, mixed wool or fine animal hair",0
5509.53.00,5509,"Yarn of polyester staple fibres, mixed cotton",0
5509.59.00,5509,Other yarn of polyester staple fibres,0
5509.61.00,5509,"Yarn of acrylic or modacrylic staple fibres, mixed wool",0
5509.62.00,5509,"Yarn of acrylic or modacrylic staple fibres, mixed cotton",0
5509.69.00,5509,Other yarn of acrylic or modacrylic staple fibres,0
5509.90.00,5509,"Other yarn of synthetic staple fibres, not put up for retail sale",0
5509.90.00,5509,"Other yarn of synthetic staple fibres, not put up for retail sale",0
5509.91.00,5509,"Yarn of other synthetic staple fibres, mixed cotton",0
5509.92.00,5509,"Yarn of other synthetic staple fibres, mixed cotton",0
5510.00.00,5510,"Yarn (no sew thread), art staple fib, not retail",0
5510.11.00,5510,Single yarn of viscose rayon (artificil staple fibres 85% or more),0
5510.12.00,5510,Multiple or cabled yarn (artificial staple fibres 85% or more),0
5510.30.00,5510,"Yarn of other artificial staple fibres, mixed cotton",0
5510.90.00,5510,"Other yarn of artificial staple fibres, not put up for retail sale",0
5511.00.00,5511,"Yarn (no sew thread), manmade staple fiber, retail",0
5511.10.00,5511,"Yarn of synthetic staple fibres, 85% or more by weight of such fibres",0
5511.20.00,5511,"Yarn of synthetic staple fibres,less than 85% by weight of such fibres",0
5511.30.00,5511,"Yarn of artificial staple fibres, put up for retail sale",0
5512.00.00,5512,"Woven fabric, synth staple fib nu 85% synth st fiber",0
5512.11.00,5512,"Unbleached or bleached fabrics, polyester staple fibres 85% or more",0
5512.19.00,5512,"Other woven fabrics, 85% or more by weight of polyester staple fibres551221 unbleached or bleached fabrics, acrylic or modacrylic
staple 85%",0
5512.29.00,5512,"Other woven fabrics, acrylic or modacrylic staple fibres 85% or more",0
5512.91.00,5512,"Other unbleached or bleached fabrics, synthetic staple 85% or more",0
5512.99.00,5512,"Other fabrics of synthetic staple fibres, such fibres 85% or more",0
5513.00.00,5513,"Woven fabric, syn st fib un 85%, cot mix, n/ov170g/m2",0
5513.11.00,5513,"Fabrics of polyester staple fibres, mixed cotton, plain weave",0
5513.12.00,5513,"Fabrics of polyester staple fibres, mixed cotton, twill,",0
5513.13.00,5513,"Other fabrics of polyester staple fabrics, mixed cotton,",0
5513.19.00,5513,"Other fabrics of synthetic staple fibres, mixed cotton",0
5513.21.00,5513,"Fabrics of polyester staple fibres, mixed cotton, dyed, plain weave",0
5513.22.00,5513,"Fabrics of polyester staple fibres, mixed cotton, dyed, twill",0
5513.23.00,5513,"Other fabrics of polyester staple fibres, mixed cotton, dyed",0
5513.29.00,5513,"Other dyed fabrics of synthetic staple fibres, mixed cotton",0
5513.31.00,5513,"Fabrics of polyester staple fibres, mixed cotton, plain weave",0
5513.32.00,5513,"Fabrics of polyester staple fibres, mixed cotton, twil",0
5513.32.00,5513,"Fabrics of polyester staple fibres, mixed cotton, twill",0
5513.33.00,5513,"Other fabrics of polyester staple fibres, mixed cotton",0
5513.33.00,5513,"Other fabrics of polyester staple fibres, mixed cotton",0
5513.39.00,5513,"Other fabrics of synthetic staple fibres, mixed cotton",0
5513.39.00,5513,"Other fabrics of synthetic staple fibres, mixed cotton",0
5513.41.00,5513,"Printed fabrics of polyester staple fibres, mixed cotton, plain weave",0
5513.41.00,5513,"Printed fabrics of polyester staple fibres, mixed cotton, plain weave",0
5513.42.00,5513,"Printed fabrics of polyester staple fibres, mixed cotton, twill",0
5513.43.00,5513,"Other printed fabrics of polyester staple fibres, mixed cotton",0
5513.43.00,5513,"Other printed fabrics of polyester staple fibres, mixed cotton",0
5513.49.00,5513,"Other printed fabrics of synthetic staple fibres, mixed cotton",0
5513.49.00,5513,"Other printed fabrics of synthetic staple fibres, mixed cotton",0
5514.00.00,5514,"Woven fabric, syn st fib un 85%, cot mix, ov 170 g/m2",0
5514.11.00,5514,"Fabrics of polyester staple fibres, mixed cotton, plain weave",0
5514.12.00,5514,"Fabrics of polyester staple fibres, mixed cotton, twill",0
5514.13.00,5514,"Other fabrics of polyester staple fibres, mixed cotton",0
5514.19.00,5514,"Other fabrics of synthetic staple fibres, mixed cotton",0
5514.21.00,5514,"Dyed fabrics of polyester staple fibres, mixed cotton, plain weave",0
5514.22.00,5514,"Dyed fabrics of polyester staple fibres, mixed cotton, twill",0
5514.23.00,5514,"Other dyed fabrics of polyester staple fibres, mixed cotton",0
5514.29.00,5514,"Other dyed fabrics of synthetic staple fibres, mixed cotton",0
5514.31.00,5514,"Fabrics of polyester staple fibres, mixed cotton, plain weave",0
5514.32.00,5514,"Fabrics of polyester staple fibres, mixed cotton, twill)",0
5514.33.00,5514,"Other fabrics of polyester staple fibres, mixed cotton",0
5514.39.00,5514,"Other fabrics of synthetic staple fibres, mixed cotton",0
5514.41.00,5514,"Printed fabrics of polyester staple fibres, mixed cotton, plain weave",0
5514.42.00,5514,"Printed fabrics of polyester staple fibres, mixed cotton, twill",0
5514.43.00,5514,"Other printed fabrics of polyester staple fibres, mixed cotton",0
5514.49.00,5514,"Other printed fabrics of synthetic staple fibres, mixed cotton",0
5515.00.00,5515,Woven fabrics of synthetic staple fibers nesoi,0
5515.11.00,5515,"Woven fabrics of polyester staple fibres, mixed viscose rayon staple",0
5515.12.00,5515,"Woven fabrics of polyester staple fibres, mixed man-made filaments",0
5515.13.00,5515,"Fabrics of polyester staple fibres, mixed wool or fine animal hair",0
5515.19.00,5515,Other woven fabrics of polyester staple fibres,0
5515.21.00,5515,"Fabrics of acrylic or modacrylic staple fibres, mixed man-made filament",0
5515.22.00,5515,"Woven fabrics of acrylic or modacrylic staple fibres, mixed wool",0
5515.29.00,5515,Other woven fabrics of acrylic or modacrylic staple fibres,0
5515.91.00,5515,"Other fabrics of synthetic staple fibres, mixed man-made filaments",0
5515.92.00,5515,"Other woven fabrics of synthetic staple fibres, mixed wool",0
5515.99.00,5515,Other woven fabrics of synthetic staple fibres,0
5516.00.00,5516,Woven fabrics of artificial staple fibers,0
5516.10.00,5516,"Unbleached or bleached fabrics, artificial staple fibres 85% or more",0
5516.12.00,5516,"Dyed fabrics, 85% or more by weight of artificial staple fibres",0
5516.13.00,5516,"Woven fabrics of yarns of different colors, artificial staple fibre 85%",0
5516.14.00,5516,"Printed fabrics, 85% or more by weight of artificial staple fibres",0
5516.21.00,5516,"Fabrics of artificial staple fibres, mixed man- made filaments",0
5516.22.00,5516,"Dyed fabrics of artificial staple fibres, mixed man-made filaments",0
5516.23.00,5516,"Fabrics of artificial staple fibres, mixed man- made filaments",0
5516.24.00,5516,"Printed fabrics of artificial staple fibres, mixed man-made filaments",0
5516.31.00,5516,"Fabrics of artificial staple fibres, mixed wool, unbleached or bleached",0
5516.32.00,5516,"Dyed fabrics of artificial staple fibres, mixed wool",0
5516.33.00,5516,"Fabrics of artificial staple fibers of yarns of different colors, mixed wool",0
5516.34.00,5516,"Printed fabrics of artificial staple fibres, mixed wool",0
5516.41.00,5516,"Fabrics of artificial staple fibres, mixed cotton, unbleached, bleached",0
5516.42.00,5516,"Dyed fabrics of artificial staple fibres, mixed cotton",0
5516.43.00,5516,"Fabrics of artificial staple fibres, mixed cotton, different colors yarn",0
5516.44.00,5516,"Printed fabrics of artificial staple fibres, mixed cotton",0
5516.91.00,5516,"Other woven fabrics of artificial staple fibres, unbleached or bleached",0
5516.92.00,5516,Other dyed fabrics of artificial staple fibres,0
5516.93.00,5516,"Other fabrics of artificial staple fibres, of yarns of different colors",0
5516.94.00,5516,Other printed fabrics of artificial staple fibres,0
5601.00.00,5601,"Text wadding & articles, text fibers n/ov 5 mm, etc",0
5601.10.00,5601,"Sanitary towels and tampons, napkins and napkin liners, of wadding",0
5601.21.00,5601,Wadding; other articles of wadding; of cotton,0
5601.22.00,5601,Wadding; other articles of wadding; of man- made fibres,0
5601.29.00,5601,Other wadding; other articles of wadding,0
5601.30.00,5601,Textile flock and dust and mill neps,0
5602.00.00,5602,"Felt, impregnated, coated, etc. Or not",0
5602.10.00,5602,Needleloom felt and stitch-bonded fibre fabrics,0
5602.21.00,5602,"Felt, not impregnated, coated, covered; of wool or fine animal hail",0
5602.29.00,5602,"Felt of other textile materials; not impregnated, coated, covered",0
5603.00.00,5603,"Nonwovens, whether or not impregnated, coated etc",0
5603.13.00,5603,Non-Woven Fabrics,0
5604.00.00,5604,"Rub thread & cord, text cov, tex yarn etc cov rub etc",0
5604.10.00,5604,"Rubber thread and cord, textile covered",0
5604.20.00,5604,"High tenacity yarn of polyesters, polyamides, viscose rayon impregnated",0
5604.90.00,5604,"Textile yarn, strip and the like of artificial textile materials",0
5605.00.00,5605,Metal yarn whet o not gimp tex yarn o strip w/metal,0
5605.00.00,5605,"Metallized yarn, being textile yarn, covered with metal",0
5606.00.00,5606,"Gimp yarn & strip, 5404/5405 chen yarn loop wale-yarn",0
5606.00.00,5606,"Gimped yarn, chenille yarn, loop wale-yarn",0
5607.00.00,5607,"Twine, cordage, rope & cables, coated etc or not",0
5607.10.00,5607,"Twine, cordage, rope and cables of jute or other textile bast fibres",0
5607.21.00,5607,Binder or bale twine of sisal,0
5607.29.00,5607,"Cordage, rope and cables of sisal",0
5607.30.00,5607,"Twine, cordage, rope and cables of abaca or other hard fibres",0
5607.41.00,5607,Binder or bale twine of polyethylene or polypropylene,0
5607.49.00,5607,"Twine, cordage, rope and cables of
polyethylene or polypropylene (Other fishing twines and ropes)",0
5607.50.00,5607,"Twine, cordage, rope and cables of other synthetic fibres",0
5607.50.10,5607,Nylon fish net twine,0
5607.50.40,5607,Nylon Rope,0
5607.50.90,5607,"Polyester Rope, Polyester twine",0
5607.90.00,5607,"Other twine, cordage, rope and cables",0
5608.00.00,5608,"Knotted net of twine etc, fish net etc of textiles",0
5608.11.00,5608,Made up fishing nets of man-made textile materials,0
5608.11.10,1354,Made up fishing nets of nylon,0
5608.11.90,5608,Fish nets of other material,0
5608.19.00,5608,Other made up nets of man-made textile materials,0
5608.90.00,5608,"Knotted netting of twine, cordage or rope",0
5609.00.00,5609,Art of yarn like of head 5404/5405 twine or cable nesoi,0
5609.00.00,5609,"Article of yarn, strip or the like of artificial textile materials, rope",0
570.500.00,570,Other carpets and other textile floor coverings,0
5701.00.00,5701,"Carpets & other textile floor coverings, knotted",0
5701.10.00,5701,"Carpets and floor coverings, knotted, of wool or fine animal hair",0
5701.90.00,5701,"Carpets and floor coverings, knotted, of other textile materials",0
